Episode,Success_Rate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.08333333333333333
13,0.07692307692307693
14,0.07142857142857142
15,0.06666666666666667
16,0.0625
17,0.058823529411764705
18,0.05555555555555555
19,0.05263157894736842
20,0.05
21,0.047619047619047616
22,0.045454545454545456
23,0.043478260869565216
24,0.041666666666666664
25,0.04
26,0.038461538461538464
27,0.037037037037037035
28,0.03571428571428571
29,0.034482758620689655
30,0.03333333333333333
31,0.03225806451612903
32,0.03125
33,0.030303030303030304
34,0.029411764705882353
35,0.02857142857142857
36,0.027777777777777776
37,0.02702702702702703
38,0.02631578947368421
39,0.02564102564102564
40,0.025
41,0.024390243902439025
42,0.023809523809523808
43,0.023255813953488372
44,0.022727272727272728
45,0.022222222222222223
46,0.021739130434782608
47,0.02127659574468085
48,0.020833333333333332
49,0.02040816326530612
50,0.02
51,0.0196078431372549
