Episode,Consigli_Accettati
1,0
2,0
3,1
4,2
5,0
6,0
7,1
8,2
9,2
10,0
11,2
12,1
13,0
14,1
15,1
16,0
17,1
18,2
19,2
20,1
21,2
22,0
23,1
24,0
25,0
26,0
27,2
28,1
29,0
30,0
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,1
41,0
42,0
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,0
52,1
53,0
54,0
55,0
56,0
57,1
58,3
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,1
68,1
69,1
70,1
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,0
88,0
89,1
90,0
91,2
92,3
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,1
101,0
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,2
112,2
113,1
114,0
115,0
116,0
117,1
118,1
119,1
120,1
121,0
122,0
123,2
124,0
125,0
126,1
127,1
128,0
129,1
130,0
131,1
132,1
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,2
149,1
150,0
151,2
152,1
153,1
154,1
155,2
156,0
157,1
158,1
159,3
160,0
161,0
162,1
163,1
164,2
165,1
166,0
167,0
168,1
169,1
170,1
171,0
172,3
173,0
174,0
175,0
176,1
177,0
178,0
179,0
180,3
181,1
182,3
183,0
184,0
185,1
186,1
187,0
188,1
189,3
190,3
191,1
192,2
193,2
194,1
195,1
196,3
197,5
198,2
199,1
200,1
201,1
202,2
203,0
204,1
205,3
206,2
207,0
208,1
209,1
210,0
211,1
212,0
213,1
214,1
215,3
216,1
217,1
218,1
219,2
220,2
221,0
222,1
223,0
224,4
225,0
226,1
227,1
228,0
229,1
230,1
231,2
232,2
233,0
234,1
235,1
236,0
237,1
238,1
239,0
240,1
241,1
242,2
243,1
244,0
245,0
246,1
247,2
248,2
249,1
250,2
251,2
252,0
253,1
254,1
255,1
256,1
257,2
258,0
259,1
260,1
261,1
262,2
263,1
264,1
265,1
266,0
267,1
268,1
269,1
270,1
271,3
272,1
273,1
274,1
275,1
276,2
277,1
278,1
