Episode,Consigli_dati
335,7
336,10
337,10
338,12
339,13
340,10
341,11
342,12
343,7
344,12
345,8
346,10
347,11
348,7
349,9
350,12
351,7
352,9
353,10
354,12
355,14
356,7
357,11
358,9
359,10
360,12
361,12
362,7
363,17
364,12
365,13
366,3
367,5
368,14
369,7
370,12
371,14
372,10
373,7
374,12
375,10
376,12
377,10
378,12
379,8
380,12
381,11
382,12
383,12
384,12
385,13
386,13
387,6
388,10
389,7
390,13
391,7
392,8
393,11
394,5
395,10
396,10
397,7
398,10
399,9
400,12
401,6
402,9
403,7
404,12
405,9
406,10
407,14
408,9
409,9
410,9
411,6
412,10
413,7
414,14
415,10
416,9
417,12
418,11
419,14
420,9
421,9
422,12
423,10
424,7
425,15
426,10
427,10
428,11
429,14
430,10
431,11
432,8
433,10
434,11
435,12
436,6
437,10
438,14
439,7
440,6
441,11
442,7
443,9
444,7
445,11
446,14
447,12
448,11
449,9
450,5
451,11
452,8
453,11
454,11
455,9
456,8
457,8
458,12
459,11
460,8
461,9
462,6
463,12
464,12
465,13
466,10
467,10
468,9
469,8
470,10
471,10
472,11
473,9
474,15
475,12
476,11
477,8
478,14
479,11
480,10
481,6
482,11
483,10
484,7
485,10
486,10
487,9
488,14
489,4
490,7
491,11
492,8
493,7
494,9
495,6
496,8
497,14
498,14
499,6
500,13
501,9
502,6
503,6
504,9
505,11
506,8
507,4
508,11
509,7
510,10
511,12
512,11
513,13
514,12
515,13
516,9
517,10
518,8
519,11
520,9
521,9
522,13
523,8
524,12
525,10
526,10
527,10
528,10
529,11
530,7
531,9
532,9
533,11
534,7
535,9
536,8
537,8
538,10
539,8
540,11
541,13
542,7
543,8
544,13
545,12
546,9
547,6
548,9
549,9
550,8
551,11
552,8
553,10
554,8
555,9
556,10
557,12
558,12
559,5
560,8
561,9
562,10
563,12
564,11
565,8
566,9
567,8
568,8
569,11
570,11
571,9
572,7
573,11
574,16
575,9
576,11
577,8
578,8
579,10
580,8
581,13
582,12
583,15
584,6
585,9
586,6
587,11
588,9
589,11
590,16
591,6
592,3
593,9
594,10
595,8
596,10
597,9
598,4
599,5
600,12
601,11
602,9
603,9
604,11
605,9
606,6
607,9
608,9
609,11
610,7
611,7
612,10
613,5
614,6
615,10
616,10
617,7
618,10
619,10
620,9
621,7
622,7
623,7
624,13
625,7
626,7
627,9
628,9
629,9
630,12
631,13
632,8
633,6
634,12
635,10
636,7
637,11
638,13
639,11
640,6
641,14
642,8
643,9
644,10
645,10
646,16
647,9
648,8
649,9
650,9
651,9
652,13
653,8
654,9
655,8
656,13
657,15
658,10
659,11
660,10
661,8
662,8
663,9
664,9
665,14
666,8
667,9
668,6
669,7
670,10
671,6
672,8
673,10
674,9
675,9
676,9
677,11
678,10
679,8
680,11
681,11
682,10
683,9
684,12
685,18
686,16
687,7
688,11
689,8
690,10
691,8
692,6
693,11
694,12
695,11
696,14
697,6
698,10
699,13
700,10
701,10
702,10
703,10
704,9
705,13
706,8
707,11
708,13
709,10
710,13
711,8
712,7
713,8
714,11
715,12
716,8
717,9
718,9
719,8
720,7
721,4
722,9
723,11
724,10
725,8
726,14
727,6
728,12
729,7
730,10
731,14
732,6
733,8
734,9
735,8
736,10
737,17
738,4
739,10
740,8
741,9
742,9
743,11
744,9
745,5
746,6
747,12
748,11
749,10
750,8
751,12
752,11
753,11
754,12
755,10
756,10
757,10
758,11
759,5
760,9
761,13
762,13
763,5
764,7
765,6
766,8
767,12
768,13
769,5
770,11
771,8
772,5
773,7
774,10
775,7
776,11
777,8
778,10
779,8
780,14
781,9
782,10
783,9
784,12
785,10
786,10
787,8
788,9
789,16
790,11
791,9
792,12
793,10
794,10
795,8
796,5
797,7
798,9
799,8
800,8
801,7
