Episode,Success_Rate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.034482758620689655
30,0.06666666666666667
31,0.0967741935483871
32,0.125
33,0.12121212121212122
34,0.11764705882352941
35,0.11428571428571428
36,0.1111111111111111
37,0.10810810810810811
38,0.10526315789473684
39,0.10256410256410256
40,0.1
41,0.0975609756097561
42,0.09523809523809523
43,0.09302325581395349
44,0.09090909090909091
45,0.08888888888888889
46,0.08695652173913043
47,0.0851063829787234
48,0.08333333333333333
49,0.08163265306122448
50,0.08
51,0.0784313725490196
52,0.07692307692307693
53,0.07547169811320754
54,0.07407407407407407
55,0.07272727272727272
56,0.07142857142857142
57,0.07017543859649122
58,0.06896551724137931
59,0.06779661016949153
60,0.06666666666666667
61,0.06557377049180328
62,0.08064516129032258
63,0.09523809523809523
64,0.09375
65,0.09230769230769231
66,0.09090909090909091
67,0.1044776119402985
68,0.10294117647058823
69,0.10144927536231885
70,0.1
71,0.09859154929577464
72,0.09722222222222222
73,0.0958904109589041
74,0.0945945945945946
75,0.10666666666666667
76,0.11842105263157894
77,0.11688311688311688
78,0.11538461538461539
79,0.11392405063291139
80,0.1125
81,0.1111111111111111
82,0.10975609756097561
83,0.10843373493975904
84,0.10714285714285714
85,0.11764705882352941
86,0.11627906976744186
87,0.11494252873563218
88,0.11363636363636363
89,0.11235955056179775
90,0.1111111111111111
91,0.10989010989010989
92,0.10869565217391304
93,0.10752688172043011
94,0.10638297872340426
95,0.10526315789473684
96,0.10416666666666667
97,0.10309278350515463
98,0.10204081632653061
99,0.10101010101010101
100,0.1
101,0.09900990099009901
102,0.09803921568627451
103,0.0970873786407767
104,0.10576923076923077
105,0.10476190476190476
106,0.10377358490566038
107,0.102803738317757
108,0.10185185185185185
109,0.11009174311926606
110,0.10909090909090909
111,0.10810810810810811
112,0.10714285714285714
113,0.10619469026548672
114,0.10526315789473684
115,0.10434782608695652
116,0.10344827586206896
117,0.10256410256410256
118,0.1016949152542373
119,0.10084033613445378
120,0.1
121,0.09917355371900827
122,0.09836065573770492
123,0.0975609756097561
124,0.0967741935483871
125,0.096
126,0.10317460317460317
127,0.10236220472440945
128,0.1015625
129,0.10077519379844961
130,0.1
131,0.09923664122137404
132,0.09848484848484848
133,0.09774436090225563
134,0.09701492537313433
135,0.0962962962962963
136,0.09558823529411764
137,0.0948905109489051
138,0.09420289855072464
139,0.10071942446043165
140,0.10714285714285714
141,0.10638297872340426
142,0.1056338028169014
143,0.1048951048951049
144,0.10416666666666667
145,0.10344827586206896
146,0.10273972602739725
147,0.10204081632653061
148,0.10135135135135136
149,0.10067114093959731
150,0.1
151,0.09933774834437085
152,0.09868421052631579
