Episode,Success_Rate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.2
6,0.16666666666666666
7,0.14285714285714285
8,0.125
9,0.1111111111111111
10,0.1
11,0.18181818181818182
12,0.16666666666666666
13,0.15384615384615385
14,0.14285714285714285
15,0.13333333333333333
16,0.125
17,0.11764705882352941
18,0.1111111111111111
19,0.10526315789473684
20,0.1
21,0.09523809523809523
22,0.09090909090909091
23,0.08695652173913043
24,0.08333333333333333
25,0.08
26,0.07692307692307693
27,0.07407407407407407
28,0.07142857142857142
29,0.06896551724137931
30,0.06666666666666667
31,0.06451612903225806
32,0.0625
33,0.06060606060606061
34,0.058823529411764705
35,0.05714285714285714
36,0.05555555555555555
37,0.05405405405405406
38,0.05263157894736842
39,0.05128205128205128
40,0.05
41,0.04878048780487805
42,0.047619047619047616
43,0.046511627906976744
44,0.045454545454545456
45,0.044444444444444446
46,0.043478260869565216
47,0.0425531914893617
48,0.041666666666666664
49,0.04081632653061224
50,0.04
51,0.0392156862745098
