Episode,Epsilon
1,1.0
2,1.0
3,1.0
4,0.9703725093562657
5,0.8955869907338783
6,0.8224322824348486
7,0.7940753492934954
8,0.7705488893118823
9,0.7005493475733617
10,0.6274028820538087
11,0.5907768628656763
12,0.5159963842937159
13,0.4883155414435353
14,0.45522245551230495
15,0.3936343764094253
16,0.3472722151889232
17,0.3173112652388396
18,0.27853872940185365
19,0.24820838415550486
20,0.2211807388415433
21,0.19513012515638165
22,0.17740377510930716
23,0.15417328217978102
24,0.14157986400593744
25,0.1242800989098765
26,0.10376060541355137
27,0.08619587539414532
28,0.07416156859737154
29,0.06380744126877576
30,0.0554520479727078
31,0.048190768399801194
32,0.04023414326483323
33,0.034271518052411715
34,0.029933432588273214
35,0.024618221284683196
36,0.021181128426399323
37,0.018407523107991184
38,0.01583754189442009
39,0.013832827362230486
40,0.01184203826198843
41,0.010343074195922241
42,0.00998645168764533
43,0.00998645168764533
44,0.00998645168764533
45,0.00998645168764533
46,0.00998645168764533
47,0.00998645168764533
48,0.00998645168764533
49,0.00998645168764533
50,0.00998645168764533
51,0.00998645168764533
52,0.00998645168764533
53,0.00998645168764533
54,0.00998645168764533
55,0.00998645168764533
56,0.00998645168764533
57,0.00998645168764533
58,0.00998645168764533
59,0.00998645168764533
60,0.00998645168764533
61,0.00998645168764533
62,0.00998645168764533
63,0.00998645168764533
64,0.00998645168764533
65,0.00998645168764533
66,0.00998645168764533
67,0.00998645168764533
68,0.00998645168764533
69,0.00998645168764533
70,0.00998645168764533
71,0.00998645168764533
72,0.00998645168764533
73,0.00998645168764533
74,0.00998645168764533
75,0.00998645168764533
76,0.00998645168764533
77,0.00998645168764533
78,0.00998645168764533
79,0.00998645168764533
80,0.00998645168764533
81,0.00998645168764533
82,0.00998645168764533
83,0.00998645168764533
84,0.00998645168764533
85,0.00998645168764533
86,0.00998645168764533
87,0.00998645168764533
88,0.00998645168764533
89,0.00998645168764533
90,0.00998645168764533
91,0.00998645168764533
92,0.00998645168764533
93,0.00998645168764533
94,0.00998645168764533
95,0.00998645168764533
96,0.00998645168764533
97,0.00998645168764533
98,0.00998645168764533
99,0.00998645168764533
100,0.00998645168764533
101,0.00998645168764533
102,0.00998645168764533
103,0.00998645168764533
104,0.00998645168764533
105,0.00998645168764533
106,0.00998645168764533
107,0.00998645168764533
108,0.00998645168764533
109,0.00998645168764533
110,0.00998645168764533
111,0.00998645168764533
112,0.00998645168764533
113,0.00998645168764533
114,0.00998645168764533
115,0.00998645168764533
116,0.00998645168764533
117,0.00998645168764533
118,0.00998645168764533
119,0.00998645168764533
120,0.00998645168764533
121,0.00998645168764533
122,0.00998645168764533
123,0.00998645168764533
124,0.00998645168764533
125,0.00998645168764533
126,0.00998645168764533
127,0.00998645168764533
128,0.00998645168764533
129,0.00998645168764533
130,0.00998645168764533
131,0.00998645168764533
132,0.00998645168764533
133,0.00998645168764533
134,0.00998645168764533
135,0.00998645168764533
136,0.00998645168764533
137,0.00998645168764533
138,0.00998645168764533
139,0.00998645168764533
140,0.00998645168764533
141,0.00998645168764533
142,0.00998645168764533
143,0.00998645168764533
144,0.00998645168764533
145,0.00998645168764533
146,0.00998645168764533
147,0.00998645168764533
148,0.00998645168764533
149,0.00998645168764533
150,0.00998645168764533
151,0.00998645168764533
152,0.00998645168764533
153,0.00998645168764533
154,0.00998645168764533
155,0.00998645168764533
156,0.00998645168764533
157,0.00998645168764533
158,0.00998645168764533
159,0.00998645168764533
160,0.00998645168764533
161,0.00998645168764533
162,0.00998645168764533
163,0.00998645168764533
164,0.00998645168764533
165,0.00998645168764533
166,0.00998645168764533
167,0.00998645168764533
168,0.00998645168764533
169,0.00998645168764533
170,0.00998645168764533
171,0.00998645168764533
172,0.00998645168764533
173,0.00998645168764533
174,0.00998645168764533
175,0.00998645168764533
176,0.00998645168764533
177,0.00998645168764533
178,0.00998645168764533
179,0.00998645168764533
180,0.00998645168764533
181,0.00998645168764533
182,0.00998645168764533
183,0.00998645168764533
184,0.00998645168764533
185,0.00998645168764533
186,0.00998645168764533
187,0.00998645168764533
188,0.00998645168764533
189,0.00998645168764533
190,0.00998645168764533
191,0.00998645168764533
192,0.00998645168764533
193,0.00998645168764533
194,0.00998645168764533
195,0.00998645168764533
196,0.00998645168764533
197,0.00998645168764533
198,0.00998645168764533
199,0.00998645168764533
200,0.00998645168764533
201,0.00998645168764533
