Episode,Epsilon
1,1.0
2,1.0
3,1.0
4,0.9703725093562657
5,0.8955869907338783
6,0.8224322824348486
7,0.7940753492934954
8,0.7705488893118823
9,0.7005493475733617
10,0.6274028820538087
11,0.5907768628656763
12,0.5159963842937159
13,0.4883155414435353
14,0.45522245551230495
15,0.3936343764094253
16,0.3472722151889232
17,0.3173112652388396
18,0.27853872940185365
19,0.24820838415550486
20,0.2211807388415433
21,0.19513012515638165
22,0.17740377510930716
23,0.15417328217978102
24,0.14157986400593744
25,0.1242800989098765
26,0.10376060541355137
27,0.08619587539414532
28,0.07416156859737154
29,0.06380744126877576
30,0.0554520479727078
31,0.048190768399801194
32,0.04023414326483323
33,0.034271518052411715
34,0.029933432588273214
35,0.024618221284683196
36,0.021181128426399323
37,0.018407523107991184
38,0.01583754189442009
39,0.013832827362230486
40,0.01184203826198843
41,0.010343074195922241
42,0.00998645168764533
43,0.00998645168764533
44,0.00998645168764533
45,0.00998645168764533
46,0.00998645168764533
47,0.00998645168764533
48,0.00998645168764533
49,0.00998645168764533
50,0.00998645168764533
51,0.00998645168764533
52,0.00998645168764533
53,0.00998645168764533
54,0.00998645168764533
55,0.00998645168764533
56,0.00998645168764533
57,0.00998645168764533
58,0.00998645168764533
59,0.00998645168764533
60,0.00998645168764533
61,0.00998645168764533
62,0.00998645168764533
63,0.00998645168764533
64,0.00998645168764533
65,0.00998645168764533
66,0.00998645168764533
67,0.00998645168764533
68,0.00998645168764533
69,0.00998645168764533
70,0.00998645168764533
71,0.00998645168764533
72,0.00998645168764533
73,0.00998645168764533
74,0.00998645168764533
75,0.00998645168764533
76,0.00998645168764533
77,0.00998645168764533
78,0.00998645168764533
79,0.00998645168764533
80,0.00998645168764533
81,0.00998645168764533
82,0.00998645168764533
83,0.00998645168764533
84,0.00998645168764533
85,0.00998645168764533
86,0.00998645168764533
87,0.00998645168764533
88,0.00998645168764533
89,0.00998645168764533
90,0.00998645168764533
91,0.00998645168764533
92,0.00998645168764533
93,0.00998645168764533
94,0.00998645168764533
95,0.00998645168764533
96,0.00998645168764533
97,0.00998645168764533
98,0.00998645168764533
99,0.00998645168764533
100,0.00998645168764533
101,0.00998645168764533
102,0.00998645168764533
103,0.00998645168764533
104,0.00998645168764533
105,0.00998645168764533
106,0.00998645168764533
107,0.00998645168764533
108,0.00998645168764533
109,0.00998645168764533
110,0.00998645168764533
111,0.00998645168764533
