Episode,Consigli_Accettati
843,1
844,2
845,2
846,1
847,0
848,0
849,2
850,2
851,1
852,2
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,2
861,2
862,1
863,1
864,2
865,1
866,1
867,1
868,2
869,1
870,1
871,1
872,1
873,2
874,2
875,1
876,0
877,2
878,1
879,0
880,2
881,1
882,1
883,2
884,3
885,3
886,2
887,1
888,1
889,3
890,1
891,1
892,2
893,3
894,1
895,1
896,1
897,2
898,1
899,2
900,3
901,1
902,1
903,1
904,3
905,1
906,1
907,1
908,2
909,1
910,3
911,3
912,2
913,0
914,2
915,2
916,2
917,1
918,1
919,2
920,1
921,1
922,0
923,1
924,1
925,2
926,2
927,3
928,1
929,3
930,2
931,2
932,1
933,2
934,2
935,2
936,1
937,1
938,3
939,1
940,1
941,0
942,1
943,3
944,1
945,1
946,2
947,1
948,2
949,2
950,1
951,2
952,1
953,2
954,3
955,2
956,1
957,1
958,1
959,1
960,1
961,1
962,2
963,1
964,2
965,3
966,1
967,3
968,3
969,4
970,1
971,1
972,1
973,2
974,1
975,1
976,1
977,1
978,1
979,1
980,3
981,2
982,2
983,1
984,1
985,1
986,3
987,2
988,1
989,2
990,1
991,0
992,0
993,0
994,1
995,0
996,0
997,1
998,2
999,1
1000,3
1001,1
1002,1
1003,1
1004,2
1005,2
1006,4
1007,1
1008,1
1009,3
1010,1
1011,1
1012,1
1013,0
1014,0
1015,2
1016,1
1017,2
1018,1
1019,1
1020,1
1021,2
1022,1
1023,1
1024,1
1025,2
1026,2
1027,1
1028,2
1029,2
1030,1
1031,1
1032,2
1033,3
1034,1
1035,3
1036,1
1037,1
1038,3
1039,2
1040,2
1041,2
1042,2
1043,1
1044,1
1045,1
1046,0
1047,2
1048,1
1049,2
1050,1
1051,1
1052,1
1053,2
1054,1
1055,0
1056,1
1057,1
1058,1
1059,2
1060,1
1061,3
1062,1
1063,2
1064,1
1065,4
1066,1
1067,2
1068,1
1069,1
1070,1
1071,1
1072,1
1073,2
1074,2
1075,0
1076,1
1077,2
1078,2
1079,1
1080,2
1081,1
1082,1
1083,2
1084,1
1085,2
1086,1
1087,1
1088,1
1089,1
1090,2
1091,1
1092,2
1093,1
1094,2
1095,1
1096,1
1097,2
1098,1
1099,1
1100,2
1101,2
